Trial.source,Drug_1,canSAR_target_1,Drug_1_target_uniprots,InChI_1,InChIKey_1,SMILES_1,Drug_2,canSAR_target_2,Drug_2_target_uniprots,InChI_2,InChIKey_2,SMILES_2,Patient.population,Disease,Phase,PMID,Results,NCT.Number,Title,Acronym,URL
literature,trastuzumab,4,P04626,,,,afatinib,755714,O14578;O14976;O15197;O43353;O94804;P00519;P00533;P04626;P06239;P08581;P08631;P12931;P15735;P21860;P30530;P36888;P42681;P42685;P45984;P49674;P51451;P51617;P53779;Q13163;Q13627;Q15303;Q16539;Q16816;Q52WX2;Q8NE63;Q92630;Q9BUB5;Q9H2G2;Q9HBH9;Q9UEE5;Q9UF33;Q9UK32;Q9Y463,"InChI=1S/C24H25ClFN5O3/c1-31(2)8-3-4-23(32)30-21-11-17-20(12-22(21)34-16-7-9-33-13-16)27-14-28-24(17)29-15-5-6-19(26)18(25)10-15/h3-6,10-12,14,16H,7-9,13H2,1-2H3,(H,30,32)(H,27,28,29)/b4-3+/t16-/m0/s1",ULXXDDBFHOBEHA-CWDCEQMOSA-N,CN(C)C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]4CCOC4,Advanced or Metastatic HER2-Positive Breast Cancer,breast cancers,Phase 1,25370464,"Of 18 patients treated, 16 received daily afatinib 20 mg and two 30 mg. Overall, 4 of 13 and 2 of 2 patients receiving afatinib 20 mg and 30 mg, respectively, experienced dose-limiting toxicity (DLT; all CTCAE grade 3 diarrhea). Most frequent treatment-related adverse events were diarrhea (94%), rash (56%), and fatigue (56%). Overall, pharmacokinetic profiles of afatinib and trastuzumab in combination were consistent with the known characteristics of each alone. Overall, objective response and disease control rates were 11% and 39%, respectively, with median progression-free survival 111.0 days (95% confidence interval, 56.0-274.0).",,,,
literature,trastuzumab,4,P04626,,,,afatinib,755714,O14578;O14976;O15197;O43353;O94804;P00519;P00533;P04626;P06239;P08581;P08631;P12931;P15735;P21860;P30530;P36888;P42681;P42685;P45984;P49674;P51451;P51617;P53779;Q13163;Q13627;Q15303;Q16539;Q16816;Q52WX2;Q8NE63;Q92630;Q9BUB5;Q9H2G2;Q9HBH9;Q9UEE5;Q9UF33;Q9UK32;Q9Y463,"InChI=1S/C24H25ClFN5O3/c1-31(2)8-3-4-23(32)30-21-11-17-20(12-22(21)34-16-7-9-33-13-16)27-14-28-24(17)29-15-5-6-19(26)18(25)10-15/h3-6,10-12,14,16H,7-9,13H2,1-2H3,(H,30,32)(H,27,28,29)/b4-3+/t16-/m0/s1",ULXXDDBFHOBEHA-CWDCEQMOSA-N,CN(C)C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]4CCOC4,Locally Advanced or Operable Breast Cancer Receiving Taxane-Anthracycline Containing Chemotherapy-DAFNE (GBG-70),breast cancers,Phase 2,25825476,"pCR rate was 49.2% [90% confidence interval (CI), 38.5-60.1] in 65 treated patients. Patients with hormone receptor-negative (N = 19) or hormone receptor-positive (N = 46) tumors showed pCR rates of 63.2% and 43.5%, respectively (P = 0.153). Patients with (N = 9) or without (N = 56) lymphocyte predominant breast cancer (LPBC) showed pCR rates of 100% and 41.1%, respectively (P < 0.001). PCR rate was not different in patients with or without PIK3CA tumor mutations (P = 0.363). Clinical responses were seen in 96.3% of 54 evaluable patients, and breast conserving surgery was possible in 59.4% of 62 assessable patients. Most frequent nonhematologic grade 3-4 toxicities were diarrhea (7.7%), increased creatinine (4.6%), and infection (4.6%). One patient developed symptomatic congestive heart failure.",,,,
literature,ofatumumab,,,,,,afuresertib,1081472,P31751;Q9Y243;P31749,"InChI=1S/C18H17Cl2FN4OS/c1-25-16(14(19)9-23-25)13-7-15(27-17(13)20)18(26)24-12(8-22)6-10-3-2-4-11(21)5-10/h2-5,7,9,12H,6,8,22H2,1H3,(H,24,26)/t12-/m0/s1",AFJRDFWMXUECEW-LBPRGKRZSA-N,Cn1ncc(Cl)c1c2cc(sc2Cl)C(=O)N[C@H](CN)Cc3cccc(F)c3,previously treated patients with chronic lymphocytic leukemia,leukemia,Phase 2,29916761,"Treatment was generally well tolerated but respiratory infections were common, with 18% severe requiring hospitalization. Hematologic toxicities were manageable (grade 3-4 neutropenia 39%). At a median follow-up of 13.4 months, overall responses were 50% (complete responses 3.6%). Median progression-free survival was 8.5 months and overall survival 34.8 months. Combination therapy with ofatumumab and afuresertib is active and well tolerated, but does not appear to lead to durable responses and may not provide additional benefit over single-agent ofatumumab in relapsed/refractory CLL. Novel agent combinations are currently undergoing intense investigation.",,,,
clinicaltrials.gov,trametinib,1081334,O00329;P42336;P42338;P42345;P48736;P52333,"InChI=1S/C26H23FIN5O4/c1-13-22-21(23(31(3)24(13)35)30-20-10-7-15(28)11-19(20)27)25(36)33(17-8-9-17)26(37)32(22)18-6-4-5-16(12-18)29-14(2)34/h4-7,10-12,17,30H,8-9H2,1-3H3,(H,29,34)",LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CN1C(=O)C(=C2N(C(=O)N(C3CC3)C(=O)C2=C1Nc4ccc(I)cc4F)c5cccc(NC(=O)C)c5)C,afuresertib,1081472,P31751;Q9Y243;P31749,"InChI=1S/C18H17Cl2FN4OS/c1-25-16(14(19)9-23-25)13-7-15(27-17(13)20)18(26)24-12(8-22)6-10-3-2-4-11(21)5-10/h2-5,7,9,12H,6,8,22H2,1H3,(H,24,26)/t12-/m0/s1",AFJRDFWMXUECEW-LBPRGKRZSA-N,Cn1ncc(Cl)c1c2cc(sc2Cl)C(=O)N[C@H](CN)Cc3cccc(F)c3,,multiple myeloma;advanced solid cancers,Phase 1,,,NCT01476137,A Study of the Safety and Activity of the MEK Inhibitor Given Together With the AKT Inhibitor to Patients With Multiple Myeloma or Solid Tumor Cancers,,https://ClinicalTrials.gov/show/NCT01476137
clinicaltrials.gov,AG-120,,,,,,AG-221,,,,,,Acute Myeloid Leukemia|Myelodysplastic Syndrome With Excess Blasts-2,,Phase 3,,,NCT03839771,,,
clinicaltrials.gov,pentostatin,615,P00813,"InChI=1S/C11H16N4O4/c16-3-8-6(17)1-9(19-8)15-5-14-10-7(18)2-12-4-13-11(10)15/h4-9,16-18H,1-3H2,(H,12,13)/t6-,7+,8+,9+/m0/s1",FPVKHBSQESCIEP-JQCXWYLXSA-N,OC[C@H]1O[C@H](C[C@@H]1O)n2cnc3[C@H](O)CNC=Nc23,alemtuzumab,,P31358,,,,,lymphoma;leukemia,Phase 2,,,NCT00453193,Alemtuzumab and Pentostatin In T-cell Neoplasms,,https://ClinicalTrials.gov/show/NCT00453193
clinicaltrials.gov,rituximab,16,P11836,,,,alemtuzumab,,P31358,,,,,leukemia,Phase 1,,,NCT00330252,Weekly Subcutaneous Alemtuzumab and Rituximab for Relapsed CLL,,https://ClinicalTrials.gov/show/NCT00330252
clinicaltrials.gov,IMG-7289,,,,,,all-trans retinoic acid,273,P10276;P10826;P13631,,,C\C(=C/C=C/C(=C/C(=O)O)/C)\C=C\C1=C(C)CCCC1(C)C,,leukemia,Phase 1,,,NCT02842827,"IMG-7289, With and Without ATRA, in Patients With Advanced Myeloid Malignancies",,https://ClinicalTrials.gov/show/NCT02842827
clinicaltrials.gov,pembrolizumab,,Q15116,,,,all-trans retinoic acid,273,P10276;P10826;P13631,,,C\C(=C/C=C/C(=C/C(=O)O)/C)\C=C\C1=C(C)CCCC1(C)C,,skin cancers,Phase 1/2,,,NCT03200847,pembrolizumab and All-Trans Retinoic Acid Combination Treatment of Advanced Melanoma,,https://ClinicalTrials.gov/show/NCT03200847
clinicaltrials.gov,AEB071,367295,Q05513;Q04759;Q02156;O94806;P17252;Q05655;P05129;P05771;P24723;P41743;Q15139,"InChI=1S/C25H22N6O2/c1-30-10-12-31(13-11-30)25-27-19-9-5-3-7-16(19)22(28-25)21-20(23(32)29-24(21)33)17-14-26-18-8-4-2-6-15(17)18/h2-9,14,26H,10-13H2,1H3,(H,29,32,33)",OAVGBZOFDPFGPJ-UHFFFAOYSA-N,CN1CCN(CC1)c2nc(C3=C(C(=O)NC3=O)c4c[nH]c5ccccc45)c6ccccc6n2,alpelisib,,P42336,"InChI=1S/C19H22F3N5O2S/c1-10-14(11-6-7-24-13(9-11)18(2,3)19(20,21)22)30-16(25-10)26-17(29)27-8-4-5-12(27)15(23)28/h6-7,9,12H,4-5,8H2,1-3H3,(H2,23,28)(H,25,26,29)/t12-/m0/s1",STUWGJZDJHPWGZ-LBPRGKRZSA-N,Cc1nc(NC(=O)N2CCC[C@H]2C(=O)N)sc1c3ccnc(c3)C(C)(C)C(F)(F)F,,skin cancers,Phase 1,,,NCT02273219,Trial of AEB071 in Combination With BYL719 in Patients With Melanoma,,https://ClinicalTrials.gov/show/NCT02273219
clinicaltrials.gov,BGJ398,760906,P11362;P22455;P22607;P21802,,,,alpelisib,,P42336,"InChI=1S/C19H22F3N5O2S/c1-10-14(11-6-7-24-13(9-11)18(2,3)19(20,21)22)30-16(25-10)26-17(29)27-8-4-5-12(27)15(23)28/h6-7,9,12H,4-5,8H2,1-3H3,(H2,23,28)(H,25,26,29)/t12-/m0/s1",STUWGJZDJHPWGZ-LBPRGKRZSA-N,Cc1nc(NC(=O)N2CCC[C@H]2C(=O)N)sc1c3ccnc(c3)C(C)(C)C(F)(F)F,,advanced solid cancers,Phase 1,,,NCT01928459,Phase 1b Trial of BGJ398/BYL719 in Solid Tumors,,https://ClinicalTrials.gov/show/NCT01928459
clinicaltrials.gov,LGH447,,,,,,alpelisib,,P42336,"InChI=1S/C19H22F3N5O2S/c1-10-14(11-6-7-24-13(9-11)18(2,3)19(20,21)22)30-16(25-10)26-17(29)27-8-4-5-12(27)15(23)28/h6-7,9,12H,4-5,8H2,1-3H3,(H2,23,28)(H,25,26,29)/t12-/m0/s1",STUWGJZDJHPWGZ-LBPRGKRZSA-N,Cc1nc(NC(=O)N2CCC[C@H]2C(=O)N)sc1c3ccnc(c3)C(C)(C)C(F)(F)F,,multiple myeloma,Phase 1/2,,,NCT02144038,Study of the Safety and Effectiveness of LGH447 and BYL719 in Patients With Relapsed and Refractory Multiple Myeloma,,https://ClinicalTrials.gov/show/NCT02144038
clinicaltrials.gov,NVP-AUY922,480574,,"InChI=1S/C26H31N3O5/c1-4-27-26(32)24-23(18-7-5-17(6-8-18)15-29-9-11-33-12-10-29)25(34-28-24)20-13-19(16(2)3)21(30)14-22(20)31/h5-8,13-14,16,30-31H,4,9-12,15H2,1-3H3,(H,27,32)",NDAZATDQFDPQBD-UHFFFAOYSA-N,CCNC(=O)c1noc(c2cc(C(C)C)c(O)cc2O)c1c3ccc(CN4CCOCC4)cc3,alpelisib,,P42336,"InChI=1S/C19H22F3N5O2S/c1-10-14(11-6-7-24-13(9-11)18(2,3)19(20,21)22)30-16(25-10)26-17(29)27-8-4-5-12(27)15(23)28/h6-7,9,12H,4-5,8H2,1-3H3,(H2,23,28)(H,25,26,29)/t12-/m0/s1",STUWGJZDJHPWGZ-LBPRGKRZSA-N,Cc1nc(NC(=O)N2CCC[C@H]2C(=O)N)sc1c3ccnc(c3)C(C)(C)C(F)(F)F,,stomach cancers;oesophageal cancers,Phase 1,,,NCT01613950,PI3K Inhibitor BYL719 in Combination With the HSP90 Inhibitor AUY922 in Patients With Advanced or Metastatic Gastric Cancer,,https://ClinicalTrials.gov/show/NCT01613950
literature,olaparib,26590,O95271;P09874;Q9UGN5,"InChI=1S/C24H23FN4O3/c25-20-8-5-15(14-21-17-3-1-2-4-18(17)22(30)27-26-21)13-19(20)24(32)29-11-9-28(10-12-29)23(31)16-6-7-16/h1-5,8,13,16H,6-7,9-12,14H2,(H,27,30)",FDLYAMZZIXQODN-UHFFFAOYSA-N,Fc1ccc(CC2=NNC(=O)c3ccccc23)cc1C(=O)N4CCN(CC4)C(=O)C5CC5,alpelisib,,P42336,"InChI=1S/C19H22F3N5O2S/c1-10-14(11-6-7-24-13(9-11)18(2,3)19(20,21)22)30-16(25-10)26-17(29)27-8-4-5-12(27)15(23)28/h6-7,9,12H,4-5,8H2,1-3H3,(H2,23,28)(H,25,26,29)/t12-/m0/s1",STUWGJZDJHPWGZ-LBPRGKRZSA-N,Cc1nc(NC(=O)N2CCC[C@H]2C(=O)N)sc1c3ccnc(c3)C(C)(C)C(F)(F)F,epithelial ovarian cancer,ovarian cancers,Phase 1b,30880072,"Between Oct 3, 2014, and Dec 21, 2016, we enrolled 34 patients (28 in the dose-escalation cohort and six in the dose-expansion cohort); two in the dose-escalation cohort were ineligible at the day of scheduled study initiation. Maximum tolerated dose and recommended phase 2 dose were identified as alpelisib 200 mg once a day plus olaparib 200 mg twice a day (dose level 3). Considering all dose levels, the most common treatment-related grade 3-4 adverse events were hyperglycaemia (five [16%] of 32 patients), nausea (three [9%]), and increased alanine aminotransferase concentrations (three [9%]). No treatment-related deaths occurred. Dose-limiting toxic effects included hyperglycaemia and fever with decreased neutrophil count. Of the 28 patients with epithelial ovarian cancer, ten (36%) achieved a partial response and 14 (50%) had stable disease according to Response Evaluation Criteria in Solid Tumors 1.1.",NCT01623349,,,
clinicaltrials.gov,ETBX-011,,,,,,ALT-803,,,,,,,thyroid cancers;bowel cancers;ovarian cancers;breast cancers;lung cancers;pancreatic cancers,Phase 1/2,,,NCT03127098,"QUILT-3.040: ETBX-011 (Ad5 [E1-, E2b-]-CEA(6D)) Vaccine in Combination With ALT-803 (Super-agonist IL-15) in Subjects Having CEA-Expressing Cancer",,https://ClinicalTrials.gov/show/NCT03127098
clinicaltrials.gov,venetoclax,1150189,P10415,"InChI=1S/C45H50ClN7O7S/c1-45(2)15-11-33(39(26-45)31-3-5-34(46)6-4-31)29-51-17-19-52(20-18-51)35-7-9-38(42(24-35)60-36-23-32-12-16-47-43(32)49-28-36)44(54)50-61(57,58)37-8-10-40(41(25-37)53(55)56)48-27-30-13-21-59-22-14-30/h3-10,12,16,23-25,28,30,48H,11,13-15,17-22,26-27,29H2,1-2H3,(H,47,49)(H,50,54)",LQBVNQSMGBZMKD-UHFFFAOYSA-N,CC1(C)CCC(=C(C1)c2ccc(Cl)cc2)CN3CCN(CC3)c4ccc(C(=O)NS(=O)(=O)c5ccc(NCC6CCOCC6)c(c5)N(=O)=O)c(Oc7cnc8[nH]ccc8c7)c4,alvocidib,262723,P06493;P24941;P11802;Q00534;P50613;P50750,"InChI=1S/C21H20ClNO5/c1-23-7-6-12(17(27)10-23)19-14(24)8-15(25)20-16(26)9-18(28-21(19)20)11-4-2-3-5-13(11)22/h2-5,8-9,12,17,24-25,27H,6-7,10H2,1H3/t12-,17+/m0/s1",BIIVYFLTOXDAOV-YVEFUNNKSA-N,CN1CC[C@@H]([C@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl,,leukemia,Phase 1,,,NCT03441555,A Study of Venetoclax and Alvocidib in Patients With Relapsed/Refractory Acute Myeloid Leukemia,,https://ClinicalTrials.gov/show/NCT03441555
clinicaltrials.gov,ganitumab,,P08069,,,,AMG 655,,,,,,,bowel cancers;lung cancers;ovarian cancers;pancreatic cancers;soft tissue cancers,Phase 1/2,,,NCT00819169,"QUILT-3.026: AMG 655 in Combination With AMG 479 in Advanced, Refractory Solid Tumors",,https://ClinicalTrials.gov/show/NCT00819169
clinicaltrials.gov,TQB2450,,,,,,anlotinib,,,,,,Triple Negative Breast Cancer (TNBC),,Phase 1,,,NCT03855358,,,
clinicaltrials.gov,TQB2450,,,,,,anlotinib,,,,,,,,,,,NCT03983928,Study of TQB2450 Combined With anlotinib in the Treatment of Mutation Positive Lung Cancer,,https://ClinicalTrials.gov/show/NCT03983928
clinicaltrials.gov,sintilimab,,,,,,anlotinib Hydrochloride,,,,,,,lung cancers,Phase 2,,,NCT03765775,anlotinib Plus sintilimab for NSCLC Patients With First-generation EGFR-TKIs Drug Resistance Along With T790M Negative,,https://ClinicalTrials.gov/show/NCT03765775
clinicaltrials.gov,sintilimab,,,,,,anlotinib Hydrochloride,,,,,,,lung cancers,Phase 2,,,NCT03765775,anlotinib Plus sintilimab for NSCLC Patients With First-generation EGFR-TKIs Drug Resistance Along With T790M Negative,,https://ClinicalTrials.gov/show/NCT03765775
clinicaltrials.gov,JNJ-809,,,,,,apalutamide,,,,,,,prostate cancers,Phase 2,,,NCT02906605,"A Study of the Clinical Activity and Safety of JNJ-64041809, a Live Attenuated Listeria Monocytogenes Immunotherapy, in Combination With Apalutamide Versus Apalutamide in Subjects With Metastatic Castration-resistant Prostate Cancer",,https://ClinicalTrials.gov/show/NCT02906605
clinicaltrials.gov,fluzoparib,,,,,,apatinib,1384455,P35968,"InChI=1S/C24H23N5O.CH4O3S/c25-17-24(11-1-2-12-24)19-5-7-20(8-6-19)29-23(30)21-4-3-13-27-22(21)28-16-18-9-14-26-15-10-18;1-5(2,3)4/h3-10,13-15H,1-2,11-12,16H2,(H,27,28)(H,29,30);1H3,(H,2,3,4)",FYJROXRIVQPKRY-UHFFFAOYSA-N,CS(=O)(=O)O.O=C(Nc1ccc(cc1)C2(CCCC2)C#N)c3cccnc3NCc4ccncc4,,ovarian cancers;breast cancers,Phase 1,,,NCT03075462,A Study of fluzoparib Given in Combination With Apatinib in Ovarian or Breast Cancer Patients,,https://ClinicalTrials.gov/show/NCT03075462
clinicaltrials.gov,fluzoparib,,,,,,apatinib,1384455,P35968,"InChI=1S/C24H23N5O.CH4O3S/c25-17-24(11-1-2-12-24)19-5-7-20(8-6-19)29-23(30)21-4-3-13-27-22(21)28-16-18-9-14-26-15-10-18;1-5(2,3)4/h3-10,13-15H,1-2,11-12,16H2,(H,27,28)(H,29,30);1H3,(H,2,3,4)",FYJROXRIVQPKRY-UHFFFAOYSA-N,CS(=O)(=O)O.O=C(Nc1ccc(cc1)C2(CCCC2)C#N)c3cccnc3NCc4ccncc4,,advanced solid cancers,Phase 1,,,NCT03645200,Treatment of Carrying TP53 Harmful Mutations,,https://ClinicalTrials.gov/show/NCT03645200
clinicaltrials.gov,fluzoparib,,,,,,apatinib,1384455,P35968,"InChI=1S/C24H23N5O.CH4O3S/c25-17-24(11-1-2-12-24)19-5-7-20(8-6-19)29-23(30)21-4-3-13-27-22(21)28-16-18-9-14-26-15-10-18;1-5(2,3)4/h3-10,13-15H,1-2,11-12,16H2,(H,27,28)(H,29,30);1H3,(H,2,3,4)",FYJROXRIVQPKRY-UHFFFAOYSA-N,CS(=O)(=O)O.O=C(Nc1ccc(cc1)C2(CCCC2)C#N)c3cccnc3NCc4ccncc4,,advanced solid cancers,Phase 1,,,NCT03645200,Treatment of Carrying TP53 Harmful Mutations,,https://ClinicalTrials.gov/show/NCT03645200
clinicaltrials.gov,HS-10241,,,,,,apatinib,1384455,P35968,"InChI=1S/C24H23N5O.CH4O3S/c25-17-24(11-1-2-12-24)19-5-7-20(8-6-19)29-23(30)21-4-3-13-27-22(21)28-16-18-9-14-26-15-10-18;1-5(2,3)4/h3-10,13-15H,1-2,11-12,16H2,(H,27,28)(H,29,30);1H3,(H,2,3,4)",FYJROXRIVQPKRY-UHFFFAOYSA-N,CS(=O)(=O)O.O=C(Nc1ccc(cc1)C2(CCCC2)C#N)c3cccnc3NCc4ccncc4,,advanced solid cancers,Phase 1,,,NCT03243643,"Tolerability, Safety, Pharmacokinetics and Efficacy of HS-10241 Single Agent or Combined With Apatinib in Patients With Advanced Solid Tumors",HS:Hansoh;,https://ClinicalTrials.gov/show/NCT03243643
clinicaltrials.gov,JNJ-63723283,,,,,,apatinib,1384455,P35968,"InChI=1S/C24H23N5O.CH4O3S/c25-17-24(11-1-2-12-24)19-5-7-20(8-6-19)29-23(30)21-4-3-13-27-22(21)28-16-18-9-14-26-15-10-18;1-5(2,3)4/h3-10,13-15H,1-2,11-12,16H2,(H,27,28)(H,29,30);1H3,(H,2,3,4)",FYJROXRIVQPKRY-UHFFFAOYSA-N,CS(=O)(=O)O.O=C(Nc1ccc(cc1)C2(CCCC2)C#N)c3cccnc3NCc4ccncc4,,prostate cancers,Phase 1,,,NCT03551782,"A Study of JNJ-63723283, a Programmed Cell Death Receptor-1 (PD-1) Inhibitor, Administered in Combination With Apalutamide in Participants With Metastatic Castration-Resistant Prostate Cancer",,https://ClinicalTrials.gov/show/NCT03551782
clinicaltrials.gov,JNJ-63723283,,,,,,apatinib,1384455,P35968,"InChI=1S/C24H23N5O.CH4O3S/c25-17-24(11-1-2-12-24)19-5-7-20(8-6-19)29-23(30)21-4-3-13-27-22(21)28-16-18-9-14-26-15-10-18;1-5(2,3)4/h3-10,13-15H,1-2,11-12,16H2,(H,27,28)(H,29,30);1H3,(H,2,3,4)",FYJROXRIVQPKRY-UHFFFAOYSA-N,CS(=O)(=O)O.O=C(Nc1ccc(cc1)C2(CCCC2)C#N)c3cccnc3NCc4ccncc4,,prostate cancers,Phase 1,,,NCT03551782,"A Study of JNJ-63723283, a Programmed Cell Death Receptor-1 (PD-1) Inhibitor, Administered in Combination With Apalutamide in Participants With Metastatic Castration-Resistant Prostate Cancer",,https://ClinicalTrials.gov/show/NCT03551782
clinicaltrials.gov,SHR-1210,841778,,"InChI=1S/C23H27FN4O2/c1-4-27(5-2)10-11-28-9-8-19-21(23(28)30)14(3)20(25-19)13-17-16-12-15(24)6-7-18(16)26-22(17)29/h6-7,12-13,25H,4-5,8-11H2,1-3H3,(H,26,29)/b17-13-",GKEYKDOLBLYGRB-LGMDPLHJSA-N,CCN(CC)CCN1CCc2[nH]c(\C=C\3/C(=O)Nc4ccc(F)cc34)c(C)c2C1=O,apatinib,1384455,P35968,"InChI=1S/C24H23N5O.CH4O3S/c25-17-24(11-1-2-12-24)19-5-7-20(8-6-19)29-23(30)21-4-3-13-27-22(21)28-16-18-9-14-26-15-10-18;1-5(2,3)4/h3-10,13-15H,1-2,11-12,16H2,(H,27,28)(H,29,30);1H3,(H,2,3,4)",FYJROXRIVQPKRY-UHFFFAOYSA-N,CS(=O)(=O)O.O=C(Nc1ccc(cc1)C2(CCCC2)C#N)c3cccnc3NCc4ccncc4,,breast cancers,Phase 1/2,,,NCT03394287,A Trial of SHR-1210 (an Anti-PD-1 Inhibitor) in Combination With Apatinib in Patients With Advanced TNBC,,https://ClinicalTrials.gov/show/NCT03394287
clinicaltrials.gov,SHR-1210,841778,,"InChI=1S/C23H27FN4O2/c1-4-27(5-2)10-11-28-9-8-19-21(23(28)30)14(3)20(25-19)13-17-16-12-15(24)6-7-18(16)26-22(17)29/h6-7,12-13,25H,4-5,8-11H2,1-3H3,(H,26,29)/b17-13-",GKEYKDOLBLYGRB-LGMDPLHJSA-N,CCN(CC)CCN1CCc2[nH]c(\C=C\3/C(=O)Nc4ccc(F)cc34)c(C)c2C1=O,apatinib,1384455,P35968,"InChI=1S/C24H23N5O.CH4O3S/c25-17-24(11-1-2-12-24)19-5-7-20(8-6-19)29-23(30)21-4-3-13-27-22(21)28-16-18-9-14-26-15-10-18;1-5(2,3)4/h3-10,13-15H,1-2,11-12,16H2,(H,27,28)(H,29,30);1H3,(H,2,3,4)",FYJROXRIVQPKRY-UHFFFAOYSA-N,CS(=O)(=O)O.O=C(Nc1ccc(cc1)C2(CCCC2)C#N)c3cccnc3NCc4ccncc4,,liver cancers,Phase 2,,,NCT03463876,A Trial of SHR-1210 (an Anti-PD-1 Inhibitor) in Combination With Apatinib in Patients With Advanced HCC,,https://ClinicalTrials.gov/show/NCT03463876
clinicaltrials.gov,SHR-1210,841778,,"InChI=1S/C23H27FN4O2/c1-4-27(5-2)10-11-28-9-8-19-21(23(28)30)14(3)20(25-19)13-17-16-12-15(24)6-7-18(16)26-22(17)29/h6-7,12-13,25H,4-5,8-11H2,1-3H3,(H,26,29)/b17-13-",GKEYKDOLBLYGRB-LGMDPLHJSA-N,CCN(CC)CCN1CCc2[nH]c(\C=C\3/C(=O)Nc4ccc(F)cc34)c(C)c2C1=O,apatinib,1384455,P35968,"InChI=1S/C24H23N5O.CH4O3S/c25-17-24(11-1-2-12-24)19-5-7-20(8-6-19)29-23(30)21-4-3-13-27-22(21)28-16-18-9-14-26-15-10-18;1-5(2,3)4/h3-10,13-15H,1-2,11-12,16H2,(H,27,28)(H,29,30);1H3,(H,2,3,4)",FYJROXRIVQPKRY-UHFFFAOYSA-N,CS(=O)(=O)O.O=C(Nc1ccc(cc1)C2(CCCC2)C#N)c3cccnc3NCc4ccncc4,,lung cancers,Phase 2,,,NCT03083041,A Study of SHR-1210 in Combination With Apatinib in Advanced Non-Small Cell Lung Cancer(NSCLC),,https://ClinicalTrials.gov/show/NCT03083041
clinicaltrials.gov,SHR-1210,841778,,"InChI=1S/C23H27FN4O2/c1-4-27(5-2)10-11-28-9-8-19-21(23(28)30)14(3)20(25-19)13-17-16-12-15(24)6-7-18(16)26-22(17)29/h6-7,12-13,25H,4-5,8-11H2,1-3H3,(H,26,29)/b17-13-",GKEYKDOLBLYGRB-LGMDPLHJSA-N,CCN(CC)CCN1CCc2[nH]c(\C=C\3/C(=O)Nc4ccc(F)cc34)c(C)c2C1=O,apatinib,1384455,P35968,"InChI=1S/C24H23N5O.CH4O3S/c25-17-24(11-1-2-12-24)19-5-7-20(8-6-19)29-23(30)21-4-3-13-27-22(21)28-16-18-9-14-26-15-10-18;1-5(2,3)4/h3-10,13-15H,1-2,11-12,16H2,(H,27,28)(H,29,30);1H3,(H,2,3,4)",FYJROXRIVQPKRY-UHFFFAOYSA-N,CS(=O)(=O)O.O=C(Nc1ccc(cc1)C2(CCCC2)C#N)c3cccnc3NCc4ccncc4,,lung cancers,Phase 2,,,NCT03417895,SHR-1210 Combined With Apatinib in Treatment of ED-SCLC After Failure of First Line Standard Therapy,PASSION,https://ClinicalTrials.gov/show/NCT03417895
clinicaltrials.gov,SHR-1210,,,,,,apatinib,1384455,P35968,"InChI=1S/C24H23N5O.CH4O3S/c25-17-24(11-1-2-12-24)19-5-7-20(8-6-19)29-23(30)21-4-3-13-27-22(21)28-16-18-9-14-26-15-10-18;1-5(2,3)4/h3-10,13-15H,1-2,11-12,16H2,(H,27,28)(H,29,30);1H3,(H,2,3,4)",FYJROXRIVQPKRY-UHFFFAOYSA-N,CS(=O)(=O)O.O=C(Nc1ccc(cc1)C2(CCCC2)C#N)c3cccnc3NCc4ccncc4,,,,,,NCT04014101,SHR-1210 Plus Apatinib in Patients With Advanced-Stage Hepatocellular Carcinoma,,https://ClinicalTrials.gov/show/NCT04014101
clinicaltrials.gov,SHR1210,,,,,,apatinib,1384455,P35968,"InChI=1S/C24H23N5O.CH4O3S/c25-17-24(11-1-2-12-24)19-5-7-20(8-6-19)29-23(30)21-4-3-13-27-22(21)28-16-18-9-14-26-15-10-18;1-5(2,3)4/h3-10,13-15H,1-2,11-12,16H2,(H,27,28)(H,29,30);1H3,(H,2,3,4)",FYJROXRIVQPKRY-UHFFFAOYSA-N,CS(=O)(=O)O.O=C(Nc1ccc(cc1)C2(CCCC2)C#N)c3cccnc3NCc4ccncc4,,,,,,NCT03955354,PD-1 Antibody SHR-1210 Combined With Apatinib of First-line Treatment of Advanced Acral Melanoma,,https://ClinicalTrials.gov/show/NCT03955354
