Trial.source,Drug_1,canSAR_target_1,Drug_1_target_uniprots,InChI_1,InChIKey_1,SMILES_1,Drug_2,canSAR_target_2,Drug_2_target_uniprots,InChI_2,InChIKey_2,SMILES_2,Patient.population,Disease,Phase,PMID,Results,NCT.Number,Title,Recruitment,Study.Results,Conditions,Interventions,Sponsor.Collaborators,Gender,Age,Enrollment,Funded.Bys,Study.Types,Study.Designs,Other.IDs,Acronym,Primary.Completion.Date,Outcome.Measures,URL
clinicaltrials.gov,niraparib,919241,Q9UGN5;P09874,"InChI=1S/C19H20N4O/c20-19(24)17-5-1-3-15-12-23(22-18(15)17)16-8-6-13(7-9-16)14-4-2-10-21-11-14/h1,3,5-9,12,14,21H,2,4,10-11H2,(H2,20,24)/t14-/m1/s1",PCHKPVIQAHNQLW-CQSZACIVSA-N,NC(=O)c1cccc2cn(nc12)c3ccc(cc3)[C@@H]4CCCNC4,bevacizumab,11,P15692,,,,,ovarian cancers,Phase 1/2,NA,,NCT02354131,Niraparib Versus Niraparib-bevacizumab Combination in Women With Platinum-sensitive Epithelial ovarian Cancers,Recruiting,No Results Available,ovarian Cancers,Drug: Niraparib|Drug: Bevacizumab,"Nordic Society for Gynaecologic Oncology|ENGOT|GCIG|University of Utah|Massachusetts General Hospital|Myriad Genetics, Inc.",Female,"18 Years and older __ (Adult, Senior)",108,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: No masking|Primary Purpose: Treatment,ENGOT-OV24-NSGO/AVANOVA,AVANOVA,Oct-14,Progression free survival|Disease Control Rate,https://ClinicalTrials.gov/show/NCT02354131
clinicaltrials.gov,niraparib,919241,Q9UGN5;P09874,"InChI=1S/C19H20N4O/c20-19(24)17-5-1-3-15-12-23(22-18(15)17)16-8-6-13(7-9-16)14-4-2-10-21-11-14/h1,3,5-9,12,14,21H,2,4,10-11H2,(H2,20,24)/t14-/m1/s1",PCHKPVIQAHNQLW-CQSZACIVSA-N,NC(=O)c1cccc2cn(nc12)c3ccc(cc3)[C@@H]4CCCNC4,bevacizumab,11,P15692,,,,,ovarian cancers;female cancers,Phase 2,NA,,NCT03326193,"Phase 2, A Study of Niraparib Combined With Bevacizumab Maintenance Treatment in Patients With Advanced Ovarian Cancer Following Response on Front-Line Platinum-Based Chemotherapy",Recruiting,No Results Available,Ovarian Cancer|Fallopian Tube Cancer|Primary Peritoneal Carcinoma,Drug: Niraparib|Biological: Bevacizumab,"Tesaro, Inc.",Female,"18 Years and older ï_ (Adult, Senior)",90,Industry,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,3000-02-004,null,Assessment of Efficacy|Clinical Benefit - Progression Free Survival (PFS) by RECIST v 1.1|Clinical Benefit - Overall Survival (OS) by patient assessment|Clinical Benefit - RECIST or CA-125 PFS by RECIST v .1.1 or CA-125 measurement using Gynecologic Cancer Intergroup (GCIG) criteria.|Clinical Benefit - Patient Reported Outcome (PRO) - Functional Assessment of Cancer Therapy - Ovarian Symptom Index (FOSI)|Clinical Benefit - Time to First Subsequent Therapy (TFST)|Clinical Benefit - Time to Second Subsequent Therapy (TSST)|Incidence of Treatment-Emergent Adverse Events [Safety and Tolerability],,https://ClinicalTrials.gov/show/NCT03326193
clinicaltrials.gov,nivolumab,NA,Q15116,,,,bevacizumab,11,P15692,,,,,liver cancers,Phase 1,NA,,NCT03382886,Nivolumab and Bevacizumab in Patients With Advanced and or Metastatic Hepatocellular Carcinoma,Not yet recruiting,No Results Available,Hepatocellular Carcinoma,Drug: Nivolumab|Drug: Bevacizumab,University of Utah|Bristol-Myers Squibb,All,"18 Years and older ï_ (Adult, Senior)",12,Other|Industry,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,HCI103945,NUANCE,Adverse Events that occur|Determine the maximum tolerated dose (MTD) or recommended phase 2 dose (RP2D)|Progression Free Survival (PFS)|Overall Survival,,https://ClinicalTrials.gov/show/NCT03382886
clinicaltrials.gov,olaparib,26590,O95271;P09874;Q9UGN5,"InChI=1S/C24H23FN4O3/c25-20-8-5-15(14-21-17-3-1-2-4-18(17)22(30)27-26-21)13-19(20)24(32)29-11-9-28(10-12-29)23(31)16-6-7-16/h1-5,8,13,16H,6-7,9-12,14H2,(H,27,30)",FDLYAMZZIXQODN-UHFFFAOYSA-N,Fc1ccc(CC2=NNC(=O)c3ccccc23)cc1C(=O)N4CCN(CC4)C(=O)C5CC5,bevacizumab,11,P15692,,,,,advanced solid cancers,Phase 1,NA,,NCT00710268,Study to Assess Safety & Tolerability of AZD2281 in Combination With Bevacizumab in Patients With Advanced Solid Tumours,Completed,No Results Available,Neoplasm Metastasis,Drug: AZD2281|Drug: Bevacizumab,AstraZeneca,All,"18 Years and older __ (Adult, Senior)",18,Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,D0810C00022,null,Feb-05,"safety and tolerability of twice daily oral doses of AZD2281 when administered in combination with Bevacizumab to patients with advanced solid tumours by assessment of adverse events, vital signs, ECG, clinical chem, haematology, urinalysis and phys exam|To compare exposure to AZD2281 when given alone and in combination with Bevacizumab, by assessment of appropriate derived PK parameters",https://ClinicalTrials.gov/show/NCT00710268
clinicaltrials.gov,osimertinib,1371518,P00533;P04626;P21860;Q15303;P00533,"InChI=1S/C28H33N7O2/c1-7-27(36)30-22-16-23(26(37-6)17-25(22)34(4)15-14-33(2)3)32-28-29-13-12-21(31-28)20-18-35(5)24-11-9-8-10-19(20)24/h7-13,16-18H,1,14-15H2,2-6H3,(H,30,36)(H,29,31,32)",DUYJMQONPNNFPI-UHFFFAOYSA-N,COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc2nccc(n2)c3cn(C)c4ccccc34,bevacizumab,11,P15692,,,,,lung cancers,Phase 1/2,NA,,NCT02803203,Osimertinib and Bevacizumab as Treatment for EGFR-mutant Lung Cancers,Recruiting,No Results Available,Non-small Cell Lung Cancer|EGFR-mutant Lung Cancers,Drug: osimertinib|Drug: Bevacizumab,"Memorial Sloan Kettering Cancer Center|AstraZeneca|Genentech, Inc.",All,"19 Years and older __ (Adult, Senior)",58,Other|Industry,Interventional,Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment,16-033,null,May-15,maximum tolerated dose (MTD) (Phase I)|progression-free survival (Phase II),https://ClinicalTrials.gov/show/NCT02803203
clinicaltrials.gov,panobinostat,523996,Q9BY41;Q969S8;O15379;P56524;Q8WUI4;Q9UQL6;Q9UKV0;Q13547;Q92769;Q9UBN7;Q96DB2,"InChI=1S/C21H23N3O2/c1-15-18(19-4-2-3-5-20(19)23-15)12-13-22-14-17-8-6-16(7-9-17)10-11-21(25)24-26/h2-11,22-23,26H,12-14H2,1H3,(H,24,25)/b11-10+",FPOHNWQLNRZRFC-ZHACJKMWSA-N,Cc1[nH]c2ccccc2c1CCNCc3ccc(\C=C\C(=O)NO)cc3,bevacizumab,11,P15692,,,,,brain cancers,Phase 1/2,NA,,NCT00859222,LBH589 and Bevacizumab in Patients With Recurrent High Grade Glioma,Completed,Has Results,Malignant Glioma,Drug: LBH589|Drug: bevacizumab,"Patrick Y. Wen, MD|Brigham and Women's Hospital|Massachusetts General Hospital|Beth Israel Deaconess Medical Center|Northwestern University|University of Virginia|Genentech, Inc.|Novartis|Dana-Farber Cancer Institute",All,"18 Years and older __ (Adult, Senior)",51,Other|Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment,08-342|CLBH589BUS42T,null,Aug-09,LBH589 Maximum Tolerated Dose (MTD) [Phase I]|Dose Limiting Toxicity (DLT) [Phase I]|6-Month Progression-Free Survival (PFS6) [Phase II]|Best Radiographic Response|Progression-Free Survival (PFS) [Phase II]|Overall Survival [Phase II],https://ClinicalTrials.gov/show/NCT00859222
clinicaltrials.gov,ridaforolimus,1020194,P42345,"InChI=1S/C53H84NO14P/c1-32-18-14-13-15-19-33(2)44(63-8)30-40-23-21-38(7)53(61,67-40)50(58)51(59)54-25-17-16-20-41(54)52(60)66-45(35(4)28-39-22-24-43(46(29-39)64-9)68-69(11,12)62)31-42(55)34(3)27-37(6)48(57)49(65-10)47(56)36(5)26-32/h13-15,18-19,27,32,34-36,38-41,43-46,48-49,57,61H,16-17,20-26,28-31H2,1-12H3/b15-13+,18-14+,33-19+,37-27+/t32-,34-,35-,36-,38-,39+,40+,41+,43-,44+,45+,46-,48-,49+,53-/m1/s1",BUROJSBIWGDYCN-GAUTUEMISA-N,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(/C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC)CC[C@H]1OP(=O)(C)C,bevacizumab,11,P15692,,,,,,Phase 1,NA,,NCT00781846,Trial of Deforolimus in Combination With Bevacizumab for Patients With Advanced Cancers (8669-010)(COMPLETED),Completed,No Results Available,Solid Tumor,Drug: ridaforolimus|Drug: bevacizumab,Merck Sharp & Dohme Corp.|Ariad Pharmaceuticals,All,"18 Years and older __ (Adult, Senior)",17,Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,8669-010|AP23573-08-111,null,Jan-06,Identification of recommended phase 2 dose of ridaforolimus in combination with bevacizumab|Characterize the overall safety and tolerability of ridaforolimus in combination with bevacizumab|Description of the anti-tumor activity of ridaforolimus in combination with bevacizumab,https://ClinicalTrials.gov/show/NCT00781846
clinicaltrials.gov,sirolimus,344,P06730;P08183;P08684;P11712;P33261;P42345;P62942;Q13451;Q53EL6;Q9Y6L6,"InChI=1S/C51H79NO13/c1-30-16-12-11-13-17-31(2)42(61-8)28-38-21-19-36(7)51(60,65-38)48(57)49(58)52-23-15-14-18-39(52)50(59)64-43(33(4)26-37-20-22-40(53)44(27-37)62-9)29-41(54)32(3)25-35(6)46(56)47(63-10)45(55)34(5)24-30/h11-13,16-17,25,30,32-34,36-40,42-44,46-47,53,56,60H,14-15,18-24,26-29H2,1-10H3/b13-11+,16-12+,31-17+,35-25+/t30-,32-,33-,34-,36-,37+,38+,39+,40-,42+,43+,44-,46-,47+,51-/m1/s1",QFJCIRLUMZQUOT-HPLJOQBZSA-N,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(/C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC)CC[C@H]1O,bevacizumab,11,P15692,,,,,liver cancers,Phase 1,NA,,NCT00467194,Sirolimus and Bevacizumab in Treating Patients With Liver Cancer That Cannot Be Removed by Surgery,Completed,No Results Available,Liver Cancer,Drug: Rapamycin|Drug: Bevacizumab,"National Cancer Centre, Singapore",All,"18 Years and older __ (Adult, Senior)",27,Other,Interventional,Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,CDR0000540163|SINGAPORE-06-17-HEP,null,Apr-07,"Dose-limiting toxicity|Maximum tolerated dose|Response rate (complete and partial response and stable disease)|Progression-free survival|Overall survival|Distribution of p70S6K activity in peripheral blood mononuclear cells|Correlation of p70S6K with tumor response|Expression of tumor tissue biomarkers (PTEN, 4EBP-1, CD31, p70S6K, and vascular endothelial growth factor)|Correlation of tumor biomarkers with response|Best overall response (complete and partial response; stable and progressive disease)|Change in DCE-CT scan assessment of angiogenesis",https://ClinicalTrials.gov/show/NCT00467194
clinicaltrials.gov,sunitinib,1055,O00238;O00444;O00506;O14578;O14730;O14757;O14965;O14976;O15075;O15111;O15146;O15197;O15530;O43172;O43283;O43293;O43318;O60285;O60674;O75116;O75385;O75460;O75582;O75676;O75716;O75914;O94768;O94804;O94806;O94921;O95747;O95819;O95835;O96013;O96017;P00519;P04629;P06213;P06239;P06241;P07332;P07333;P07947;P07948;P07949;P08069;P08581;P08631;P09619;P09769;P0C264;P10721;P11362;P11802;P12931;P14616;P15735;P16234;P16591;P17252;P17948;P19525;P19784;P21802;P22455;P22607;P23443;P23458;P27448;P29320;P29376;P29597;P30291;P30530;P31751;P32298;P33981;P35590;P35916;P35968;P36507;P36888;P42679;P42684;P42685;P45984;P45985;P46734;P48729;P48730;P49674;P49759;P49760;P50613;P51451;P51617;P51812;P51955;P52333;P52564;P53355;P53779;P54646;P54756;P54760;P54762;P57058;P57059;P57078;P68400;P78356;P78362;P78368;P80192;P80370;Q00535;Q00536;Q00537;Q02750;Q04759;Q05397;Q06187;Q06418;Q07002;Q07912;Q08345;Q08881;Q12809;Q12851;Q12852;Q12866;Q13043;Q13131;Q13163;Q13164;Q13188;Q13464;Q13470;Q13523;Q13546;Q13554;Q13555;Q13557;Q13627;Q13873;Q13882;Q14012;Q14164;Q14289;Q14680;Q15139;Q15208;Q15349;Q15375;Q15418;Q15746;Q15831;Q15835;Q16288;Q16512;Q16513;Q16566;Q16584;Q16620;Q16816;Q16832;Q2M2I8;Q32MK0;Q52WX2;Q56UN5;Q5S007;Q6PHR2;Q6XUX3;Q6ZN16;Q7KZI7;Q7L7X3;Q86UE8;Q86V86;Q86YV6;Q86Z02;Q8IU85;Q8IVH8;Q8IWQ3;Q8IY84;Q8IYT8;Q8N4C8;Q8N568;Q8N5S9;Q8N752;Q8NE63;Q8NEV4;Q8NFD2;Q8TDC3;Q8TDR2;Q8TDX7;Q8WTQ7;Q8WXR4;Q92630;Q92772;Q92918;Q96BR1;Q96GD4;Q96L34;Q96NX5;Q96RR4;Q96SB4;Q99755;Q99759;Q9BRS2;Q9BUB5;Q9BVS4;Q9BXA7;Q9BYT3;Q9BZL6;Q9C098;Q9H093;Q9H0K1;Q9H1R3;Q9H2G2;Q9H2K2;Q9H2K8;Q9H2X6;Q9H422;Q9HAZ1;Q9HBH9;Q9HCP0;Q9NQU5;Q9NRH2;Q9NRM7;Q9NSY1;Q9NWZ3;Q9NYY3;Q9P0L2;Q9P1W9;Q9P286;Q9P289;Q9P2K8;Q9UEE5;Q9UEW8;Q9UF33;Q9UHD2;Q9UIK4;Q9UK32;Q9UKE5;Q9UKI8;Q9UM73;Q9UPE1;Q9UPZ9;Q9UQB9;Q9UQM7;Q9Y2H1;Q9Y2H9;Q9Y2U5;Q9Y463;Q9Y4K4;Q9Y616;Q9Y6E0;Q9Y6M4;Q9Y6R4,"InChI=1S/C22H27FN4O2/c1-5-27(6-2)10-9-24-22(29)20-13(3)19(25-14(20)4)12-17-16-11-15(23)7-8-18(16)26-21(17)28/h7-8,11-12,25H,5-6,9-10H2,1-4H3,(H,24,29)(H,26,28)/b17-12-",WINHZLLDWRZWRT-ATVHPVEESA-N,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,bevacizumab,11,P15692,,,,,kidney cancers,Phase 2,NA,,NCT00556205,Bevacizumab With or Without Sunitinib in Sunitinib-Refractory Renal Cell Carcinoma,Withdrawn,No Results Available,Renal Cell Carcinoma,Drug: Sunitinib|Drug: Bevacizumab,Massachusetts General Hospital|Beth Israel Deaconess Medical Center|Pfizer,All,"18 Years and older __ (Adult, Senior)",0,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Open Label|Primary Purpose: Treatment,07-202,null,Aug-05,To determine the time to tumor progression (TTP) in this patient population treated with bevacizumab or combination of sunitinib and bevacizumab.|To determine the overall response rate in this patient population.|To evaluate the safety and tolerability of these treatments in mRCC patients with disease progression on standard dose sunitinib.|To collect serum research samples for analysis of predictive biomarkers of response.,https://ClinicalTrials.gov/show/NCT00556205
clinicaltrials.gov,TPI 287,NA,,,,,bevacizumab,11,P15692,,,,,brain cancers,Phase 1/2,NA,,NCT01933815,Dose-Escalation Study of TPI 287 + Avastin Followed by Randomized Study of the Same Versus Avastin for Glioblastoma,Recruiting,No Results Available,Glioblastoma Multiforme,Drug: TPI 287|Drug: Bevacizumab,"Cortice Biosciences, Inc.",All,"18 Years and older __ (Adult, Senior)",92,Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: No masking|Primary Purpose: Treatment,TPI-287-17,null,Jan-14,"Phase 1: Safety of TPI 287 + bevacizumab in adults with GBM that progressed following radiation & TMZ as measured by AEs, physical/neurologic exam, KPS, weight, vital signs, hematology, serum chemistry, & urinalysis|Phase 1: MTD of TPI 287 + bevacizumab in adults with GBM that progressed following radiation & TMZ|Phase 2: Efficacy of phase 1 MTD of TPI 287 + bevacizumab versus bevacizumab alone in adults with GBM that progressed following radiation and TMZ as measured by median PFS|Phase 1: Efficacy of TPI 287 + bevacizumab in adults with GBM that progressed following radiation and TMZ as measured by median progression free survival (PFS), overall response rate, & progression free survival rate at 4 & 6 months (PFS4 & PFS6)|Phase 2: Safety of TPI 287 + bevacizumab versus bevacizumab alone in adults with GBM that progressed following radiation & TMZ as measured by AEs, physical/neurologic exam, KPS, weight, vital signs, hematology, serum chemistry, & urinalysis|Phase 2: Efficacy of phase 1 MTD of TPI 287 + bevacizumab versus bevacizumab alone in adults with GBM that progressed following radiation and TMZ as measured by overall survival and overall response rate",https://ClinicalTrials.gov/show/NCT01933815
clinicaltrials.gov,TPI 287,NA,,,,,bevacizumab,11,P15692,,,,,brain cancers,Phase 2,NA,,NCT02047214,Safety & Efficacy Study of TPI 287 + Avastin in Adults With Glioblastoma That Progressed Following Prior Avastin Therapy,Terminated,No Results Available,Glioblastoma Multiforme,Drug: TPI 287|Drug: Bevacizumab,"Cortice Biosciences, Inc.",All,"18 Years and older __ (Adult, Senior)",17,Industry,Interventional,Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,TPI-287-18,null,Nov-11,"Safety of TPI 287 + bevacizumab in adults with GBM that progressed following radiation & TMZ & prior bevacizumab as measured by AEs, physical/neurologic exam, KPS, weight, vital signs, hematology, serum chemistry, & urinalysis|MTD of TPI 287 + bevacizumab in adults with GBM that progressed following radiation & TMZ & prior bevacizumab|Efficacy of TPI 287 + bevacizumab in adults with GBM that progressed following radiation & TMZ & prior bevacizumab as measured by median progression free survival (PFS), overall response rate, & PFS rate at 4 & 6 months (PFS4 & PFS6)",https://ClinicalTrials.gov/show/NCT02047214
clinicaltrials.gov,TPI 287,NA,,,,,bevacizumab,11,P15692,,,,,brain cancers;central nervous system cancers,Phase 1/2,NA,,NCT01582152,Phase I/II Bevacizumab Versus Bevacizumab Plus TPI 287 for Recurrent Glioblastoma,Completed,No Results Available,Brain Neoplasms|Central Nervous System Neoplasms,Drug: TPI287|Drug: Bevacizumab,"M.D. Anderson Cancer Center|Cortice Biosciences, Inc.",All,"18 Years and older __ (Adult, Senior)",12,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Open Label|Primary Purpose: Treatment,2011-0705|NCI-2012-00846,null,Feb-12,Progression Free Survival (PFS)|Objective Response Rate (ORR),https://ClinicalTrials.gov/show/NCT01582152
clinicaltrials.gov,valporic acid,382,P51649,"InChI=1S/C8H16O2/c1-3-5-7(6-4-2)8(9)10/h7H,3-6H2,1-2H3,(H,9,10)",NIJJYAXOARWZEE-UHFFFAOYSA-N,CCCC(CCC)C(=O)O,bevacizumab,11,P15692,,,,,,Phase 1,NA,,NCT00530907,Valproic Acid and Bevacizumab in Patients With Advanced Cancer,Completed,No Results Available,Advanced Cancer,Drug: Valproic Acid|Drug: Bevacizumab,M.D. Anderson Cancer Center,All,"Child, Adult, Senior",71,Other,Interventional,Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,2005-0676,null,Oct-09,Highest tolerable dose of bevacizumab in combination with valproic acid,https://ClinicalTrials.gov/show/NCT00530907
clinicaltrials.gov,VGX-100,NA,,,,,bevacizumab,11,P15692,,,,,advanced solid cancers,Phase 1,NA,,NCT01514123,Study of VGX-100 Administered Alone and Co-administered With Bevacizumab in Adult Subjects With Advanced Solid Tumors,"Active, not recruiting",No Results Available,Neoplasms|Cancer,Drug: VGX-100|Drug: Bevacizumab,Circadian Technologies Ltd.,All,"18 Years and older __ (Adult, Senior)",40,Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: No masking|Primary Purpose: Treatment,VGX-100-1001,null,Aug-13,"The incidence and severity of adverse events including dose limiting toxicities|Tumor response by RECIST criteria|Pharmacokinetic parameters of VGX-100 alone and co-administered with bevacizumab including Cmax, Cmin, AUC and if feasible half life (t1/2)|Anti-VGX-100 antibody formation|Biomarker levels including VEGF-A, VEGF-C, VEGF-D, soluble VEGFR-2, and soluble VEGFR-3",https://ClinicalTrials.gov/show/NCT01514123
